"code","year","age","asfr","total","cpfr","exposure"
"AUT",1963,17,0.04927,1939,0.023,39353.06
"AUT",1963,18,0.08746,4096,0.073,46830.99
"AUT",1963,19,0.11839,6244,0.16,52742.09
"AUT",1963,20,0.14264,7304,0.278,51204.78
"AUT",1963,21,0.15726,8898,0.421,56581.47
"AUT",1963,22,0.16988,10373,0.578,61060.83
"AUT",1963,23,0.17598,11490,0.748,65290.42
"AUT",1963,24,0.1797,9392,0.924,52263.47
"AUT",1963,25,0.18701,7416,1.104,39655.81
"AUT",1963,26,0.17673,6751,1.291,38199.47
"AUT",1963,27,0.16639,6381,1.468,38349.21
"AUT",1963,28,0.15823,6133,1.634,38758.93
"AUT",1963,29,0.142,5634,1.792,39675.15
"AUT",1963,30,0.13133,5453,1.934,41522.43
"AUT",1963,31,0.11976,5111,2.066,42676.38
"AUT",1963,32,0.10583,4723,2.185,44629.38
"AUT",1963,33,0.09176,4174,2.291,45490.6
"AUT",1963,34,0.08393,3833,2.383,45670.15
"AUT",1963,35,0.07156,3295,2.467,46042.46
"AUT",1963,36,0.0618,2984,2.538,48285.32
"AUT",1963,37,0.05443,2818,2.6,51774.83
"AUT",1963,38,0.04439,2431,2.655,54767.78
"AUT",1963,39,0.03647,2061,2.699,56505.81
"AUT",1963,40,0.02917,1686,2.736,57795.77
"AUT",1963,41,0.0208,1206,2.765,57979.61
"AUT",1963,42,0.01538,881,2.786,57288.92
"AUT",1963,43,0.00964,510,2.801,52913.08
"AUT",1963,44,0.00557,203,2.811,36422.03
"AUT",1963,45,0.00305,88,2.816,28853.76
"AUT",1963,46,0.00103,32,2.819,31127.42
"AUT",1963,47,0.00076,26,2.82,34272.01
"AUT",1963,48,0.00027,13,2.821,48187.67
"AUT",1963,49,7e-05,3.98,2.821,53671.81
"AUT",1963,50,4e-05,2.02,2.821,54862.12
"AUT",1963,51,0,0,2.821,54832.28
"AUT",1963,52,0,0,2.821,55075.04
"AUT",1963,53,0,0,2.821,56220.37
"AUT",1963,54,0,0,2.821,55428.4
"AUT",1963,55,0,0,2.821,54784.99
"AUT",1964,12,0,0,0,46792.63
"AUT",1964,13,8e-05,4,0,47282.54
"AUT",1964,14,0.00062,30,0,48147.09
"AUT",1964,15,0.0046,236,0.001,51351.05
"AUT",1964,16,0.01796,946,0.005,52671.01
"AUT",1964,17,0.05124,2683,0.023,52361.07
"AUT",1964,18,0.0951,3728,0.075,39202.87
"AUT",1964,19,0.12269,5717,0.17,46596.48
"AUT",1964,20,0.14499,7604,0.292,52444.5
"AUT",1964,21,0.15477,7879,0.437,50906.43
"AUT",1964,22,0.16839,9477,0.592,56278.87
"AUT",1964,23,0.17367,10551,0.76,60754.45
"AUT",1964,24,0.17301,11244,0.934,64991.64
"AUT",1964,25,0.17351,9055,1.107,52187.42
"AUT",1964,26,0.17676,7009,1.281,39653.6
"AUT",1964,27,0.16294,6225,1.457,38204.37
"AUT",1964,28,0.15222,5837,1.62,38345.61
"AUT",1964,29,0.14419,5591,1.773,38776.26
"AUT",1964,30,0.12934,5132,1.917,39677.95
"AUT",1964,31,0.11682,4853,2.046,41543.23
"AUT",1964,32,0.10532,4498,2.163,42707.85
"AUT",1964,33,0.09205,4109,2.268,44637.71
"AUT",1964,34,0.08033,3653,2.36,45473.54
"AUT",1964,35,0.07213,3292,2.441,45640.16
"AUT",1964,36,0.06244,2874,2.513,46031.38
"AUT",1964,37,0.05109,2466,2.575,48263.09
"AUT",1964,38,0.04301,2225,2.626,51728.57
"AUT",1964,39,0.03548,1941,2.669,54702.15
"AUT",1964,40,0.02905,1638,2.705,56390.94
"AUT",1964,41,0.023,1327,2.734,57685.69
"AUT",1964,42,0.01613,934,2.757,57890.45
"AUT",1964,43,0.01018,582,2.773,57179.01
"AUT",1964,44,0.00578,305,2.783,52759.87
"AUT",1964,45,0.00308,112,2.789,36332.85
"AUT",1964,46,0.0017,49,2.792,28777.9
"AUT",1964,47,0.00074,23,2.794,31027.58
"AUT",1964,48,0.00032,11,2.794,34167.9
"AUT",1964,49,2e-05,1,2.795,48020.66
"AUT",1964,50,0,0,2.795,53472.67
"AUT",1964,51,0,0,2.795,54621.19
"AUT",1964,52,0,0,2.795,54590.41
"AUT",1964,53,0,0,2.795,54814.16
"AUT",1964,54,0,0,2.795,55863.98
"AUT",1964,55,0,0,2.795,55066.45
"AUT",1965,12,0,0,0,47663.76
"AUT",1965,13,2e-05,1,0,47066.68
"AUT",1965,14,0.00042,20,0,47524.27
"AUT",1965,15,0.00337,163,0,48315.8
"AUT",1965,16,0.01745,898,0.004,51456.51
"AUT",1965,17,0.04929,2599,0.021,52733.23
"AUT",1965,18,0.09405,4921,0.071,52324.4
"AUT",1965,19,0.13396,5236,0.165,39087.63
"AUT",1965,20,0.14362,6662,0.299,46386.79
"AUT",1965,21,0.15666,8173,0.442,52170.96
"AUT",1965,22,0.16629,8421,0.599,50639.52
"AUT",1965,23,0.16798,9410,0.765,56017
"AUT",1965,24,0.16992,10278,0.933,60485.61
"AUT",1965,25,0.1676,10857,1.103,64780.72
"AUT",1965,26,0.15795,8227,1.271,52087.35
"AUT",1965,27,0.15611,6189,1.429,39644.3
"AUT",1965,28,0.14596,5576,1.585,38203.21
"AUT",1965,29,0.13452,5159,1.731,38352.4
"AUT",1965,30,0.12619,4895,1.865,38791.76
"AUT",1965,31,0.11174,4436,1.991,39700.19
"AUT",1965,32,0.09767,4059,2.103,41557.99
"AUT",1965,33,0.08607,3679,2.201,42742.82
"AUT",1965,34,0.08,3572,2.287,44651.85
"AUT",1965,35,0.06873,3124,2.367,45455.82
"AUT",1965,36,0.05999,2737,2.436,45623.51
"AUT",1965,37,0.04844,2229,2.496,46016.83
"AUT",1965,38,0.04219,2035,2.544,48237.4
"AUT",1965,39,0.03418,1767,2.586,51695.02
"AUT",1965,40,0.02727,1490,2.62,54641.55
"AUT",1965,41,0.02093,1179,2.648,56324.75
"AUT",1965,42,0.01481,853,2.669,57585.51
"AUT",1965,43,0.00913,528,2.683,57803.45
"AUT",1965,44,0.00561,320,2.692,57050.39
"AUT",1965,45,0.00272,143,2.698,52616.34
"AUT",1965,46,0.00149,54,2.701,36225.1
"AUT",1965,47,0.00059,17,2.702,28706.95
"AUT",1965,48,0.00048,15,2.703,30954.97
"AUT",1965,49,5e-05,1.69,2.703,34052.03
"AUT",1965,50,1e-05,0.31,2.703,47867.93
"AUT",1965,51,0,0,2.703,53238.51
"AUT",1965,52,0,0,2.703,54382.18
"AUT",1965,53,0,0,2.703,54348.97
"AUT",1965,54,0,0,2.703,54493.61
"AUT",1965,55,0,0,2.703,55489.88
"AUT",1966,12,0,0,0,48325.35
"AUT",1966,13,2e-05,1,0,47944.78
"AUT",1966,14,0.00049,23,0,47364.35
"AUT",1966,15,0.0031,148,0.001,47806.86
"AUT",1966,16,0.01706,828,0.004,48538.81
"AUT",1966,17,0.05111,2639,0.021,51635.54
"AUT",1966,18,0.09616,5085,0.072,52883.13
"AUT",1966,19,0.13577,7118,0.168,52427.38
"AUT",1966,20,0.15995,6254,0.304,39098.98
"AUT",1966,21,0.15986,7406,0.464,46326.96
"AUT",1966,22,0.16568,8626,0.624,52064.87
"AUT",1966,23,0.17035,8604,0.789,50507.59
"AUT",1966,24,0.16439,9188,0.96,55892.92
"AUT",1966,25,0.16001,9660,1.124,60370.35
"AUT",1966,26,0.15391,9954,1.284,64672.32
"AUT",1966,27,0.14529,7566,1.438,52075.9
"AUT",1966,28,0.1427,5667,1.583,39713.63
"AUT",1966,29,0.12935,4951,1.726,38275.33
"AUT",1966,30,0.11891,4569,1.855,38422.55
"AUT",1966,31,0.11007,4279,1.974,38875.47
"AUT",1966,32,0.09539,3793,2.084,39764.46
"AUT",1966,33,0.0863,3593,2.18,41633.96
"AUT",1966,34,0.07433,3183,2.266,42823.7
"AUT",1966,35,0.06556,2931,2.34,44704.49
"AUT",1966,36,0.05728,2605,2.406,45478.05
"AUT",1966,37,0.04847,2212,2.463,45640.51
"AUT",1966,38,0.04053,1866,2.511,46038.24
"AUT",1966,39,0.0319,1539,2.552,48251.93
"AUT",1966,40,0.02476,1280,2.584,51705.01
"AUT",1966,41,0.01999,1092,2.609,54630.84
"AUT",1966,42,0.01456,819,2.629,56263.55
"AUT",1966,43,0.00896,515,2.643,57497.48
"AUT",1966,44,0.00575,332,2.652,57723.76
"AUT",1966,45,0.0029,165,2.658,56952.67
"AUT",1966,46,0.00112,59,2.661,52492.13
"AUT",1966,47,5e-04,18,2.662,36136.19
"AUT",1966,48,0.00024,7,2.662,28647.81
"AUT",1966,49,5e-05,1.63,2.663,30861.12
"AUT",1966,50,1e-05,0.37,2.663,33952.05
"AUT",1966,51,0,0,2.663,47692.99
"AUT",1966,52,0,0,2.663,53011.31
"AUT",1966,53,0,0,2.663,54131.21
"AUT",1966,54,0,0,2.663,54083.04
"AUT",1966,55,0,0,2.663,54189.61
"AUT",1967,12,2e-05,1,0,49886.98
"AUT",1967,13,1e-04,5,0,48580.76
"AUT",1967,14,0.00044,21,0,48248.64
"AUT",1967,15,0.00335,160,0.001,47706.13
"AUT",1967,16,0.01764,822,0.004,46588.7
"AUT",1967,17,0.04981,2433,0.022,48842.76
"AUT",1967,18,0.09628,4999,0.071,51922.19
"AUT",1967,19,0.13619,7244,0.168,53189.62
"AUT",1967,20,0.16584,8738,0.304,52688.87
"AUT",1967,21,0.17095,6707,0.47,39233.13
"AUT",1967,22,0.16515,7661,0.641,46389.05
"AUT",1967,23,0.16735,8711,0.806,52052.14
"AUT",1967,24,0.16344,8248,0.973,50465.12
"AUT",1967,25,0.15606,8717,1.137,55857.06
"AUT",1967,26,0.15177,9154,1.293,60313.28
"AUT",1967,27,0.14008,9050,1.444,64603.87
"AUT",1967,28,0.13276,6917,1.584,52102.15
"AUT",1967,29,0.12745,5074,1.717,39812.25
"AUT",1967,30,0.11549,4431,1.845,38367.44
"AUT",1967,31,0.10424,4015,1.96,38517.71
"AUT",1967,32,0.0939,3660,2.064,38977.91
"AUT",1967,33,0.08379,3340,2.158,39861.75
"AUT",1967,34,0.0714,2979,2.242,41724.91
"AUT",1967,35,0.06504,2791,2.314,42914.74
"AUT",1967,36,0.05594,2505,2.379,44782.99
"AUT",1967,37,0.04555,2073,2.434,45513.15
"AUT",1967,38,0.03716,1697,2.48,45672.88
"AUT",1967,39,0.03045,1403,2.517,46077.78
"AUT",1967,40,0.02432,1175,2.548,48311.62
"AUT",1967,41,0.01825,944,2.572,51722.49
"AUT",1967,42,0.01243,679,2.59,54612.25
"AUT",1967,43,0.00904,508,2.603,56202.35
"AUT",1967,44,0.005,287,2.612,57417.69
"AUT",1967,45,0.00276,159,2.617,57656.25
"AUT",1967,46,0.00109,62,2.619,56868.89
"AUT",1967,47,0.00042,22,2.621,52366.87
"AUT",1967,48,0.00031,11,2.621,36035.96
"AUT",1967,49,3e-05,1,2.621,28583.08
"AUT",1967,50,0,0,2.621,32384.25
"AUT",1967,51,0,0,2.621,33851.71
"AUT",1967,52,0,0,2.621,47507.86
"AUT",1967,53,0,0,2.621,52792.61
"AUT",1967,54,0,0,2.621,53876.78
"AUT",1967,55,0,0,2.621,53818.68
"AUT",1968,12,4e-05,2,0,52721.83
"AUT",1968,13,0.00016,8,0,50066.3
"AUT",1968,14,0.00035,17,0,48810.76
"AUT",1968,15,0.00276,134,0.001,48535.8
"AUT",1968,16,0.01475,687,0.003,46561.27
"AUT",1968,17,0.053,2567,0.018,48434.86
"AUT",1968,18,0.0974,4785,0.071,49126.32
"AUT",1968,19,0.13973,7288,0.168,52159.54
"AUT",1968,20,0.17016,9079,0.308,53354.61
"AUT",1968,21,0.17757,9366,0.478,52745.07
"AUT",1968,22,0.17475,6843,0.656,39159.06
"AUT",1968,23,0.16244,7513,0.831,46250.95
"AUT",1968,24,0.16135,8363,0.993,51829.97
"AUT",1968,25,0.15327,7694,1.154,50200.2
"AUT",1968,26,0.14612,8126,1.308,55610.15
"AUT",1968,27,0.13666,8206,1.454,60045.68
"AUT",1968,28,0.12659,8144,1.591,64335.92
"AUT",1968,29,0.11715,6089,1.717,51978.09
"AUT",1968,30,0.11078,4407,1.834,39780.34
"AUT",1968,31,0.10194,3909,1.945,38345.16
"AUT",1968,32,0.0901,3470,2.047,38513.09
"AUT",1968,33,0.08103,3159,2.137,38985.12
"AUT",1968,34,0.06959,2774,2.218,39860.55
"AUT",1968,35,0.06131,2559,2.288,41741.56
"AUT",1968,36,0.05376,2309,2.349,42946.94
"AUT",1968,37,0.04575,2049,2.403,44785.91
"AUT",1968,38,0.03623,1648,2.449,45481.97
"AUT",1968,39,0.0308,1406,2.485,45655.28
"AUT",1968,40,0.0235,1083,2.516,46094.04
"AUT",1968,41,0.01704,823,2.539,48308.98
"AUT",1968,42,0.01173,606,2.556,51679.39
"AUT",1968,43,0.00794,433,2.568,54543.8
"AUT",1968,44,0.00514,288,2.576,56084.22
"AUT",1968,45,0.00304,174,2.581,57283.33
"AUT",1968,46,0.0011,63,2.584,57524.27
"AUT",1968,47,0.00056,32,2.585,56713.55
"AUT",1968,48,0.00017,9,2.586,52181.55
"AUT",1968,49,5e-05,1.63,2.586,35916.2
"AUT",1968,50,5e-05,1.37,2.586,29936.05
"AUT",1968,51,0,0,2.586,30711.73
"AUT",1968,52,0,0,2.586,33719.26
"AUT",1968,53,0,0,2.586,47306.37
"AUT",1968,54,0,0,2.586,52521.08
"AUT",1968,55,0,0,2.586,53570.15
"AUT",1969,12,2e-05,1,0,54751.14
"AUT",1969,13,4e-05,2,0,52775.7
"AUT",1969,14,0.00038,19,0,50234.18
"AUT",1969,15,0.00281,138,0,49033.11
"AUT",1969,16,0.01512,738,0.003,48813.64
"AUT",1969,17,0.05028,2429,0.018,48313.88
"AUT",1969,18,0.10075,4911,0.069,48745
"AUT",1969,19,0.14007,6915,0.169,49369.1
"AUT",1969,20,0.16448,8601,0.309,52293.38
"AUT",1969,21,0.1717,9168,0.474,53394.61
"AUT",1969,22,0.17341,9137,0.646,52689.55
"AUT",1969,23,0.16734,6530,0.819,39023.13
"AUT",1969,24,0.1501,6907,0.986,46014.91
"AUT",1969,25,0.14221,7318,1.136,51458.83
"AUT",1969,26,0.13891,6923,1.279,49836.98
"AUT",1969,27,0.12827,7089,1.418,55265.16
"AUT",1969,28,0.12088,7215,1.546,59686.39
"AUT",1969,29,0.10803,6916,1.667,64017.81
"AUT",1969,30,0.1009,5226,1.775,51795.1
"AUT",1969,31,0.09476,3762,1.876,39701.88
"AUT",1969,32,0.08515,3261,1.97,38296.21
"AUT",1969,33,0.07571,2912,2.056,38465.03
"AUT",1969,34,0.06864,2674,2.131,38954.13
"AUT",1969,35,0.06159,2454,2.2,39844.84
"AUT",1969,36,0.05108,2131,2.262,41722.16
"AUT",1969,37,0.04449,1910,2.313,42933.94
"AUT",1969,38,0.03638,1628,2.357,44750.48
"AUT",1969,39,0.02921,1327,2.393,45426.52
"AUT",1969,40,0.02176,993,2.423,45624.4
"AUT",1969,41,0.01648,759,2.444,46065.98
"AUT",1969,42,0.01146,553,2.461,48254.61
"AUT",1969,43,0.00669,345,2.472,51605.61
"AUT",1969,44,0.00463,252,2.479,54417.67
"AUT",1969,45,0.00247,138,2.484,55934.2
"AUT",1969,46,0.00116,66,2.486,57094.64
"AUT",1969,47,0.00033,19,2.487,57344.87
"AUT",1969,48,0.00012,7,2.488,56514.61
"AUT",1969,49,3e-05,1.48,2.488,51934.27
"AUT",1969,50,3e-05,1.07,2.488,35769.28
"AUT",1969,51,2e-05,0.45,2.488,28398.68
"AUT",1969,52,0,0,2.488,30585.26
"AUT",1969,53,0,0,2.488,33561.96
"AUT",1969,54,0,0,2.488,47051.74
"AUT",1969,55,0,0,2.488,52188.44
"AUT",1970,12,4e-05,2,0,55517.46
"AUT",1970,13,7e-05,4,0,54768.69
"AUT",1970,14,0.00059,31,0,52882.33
"AUT",1970,15,0.00335,169,0.001,50461.63
"AUT",1970,16,0.01648,813,0.004,49327.65
"AUT",1970,17,0.04899,2409,0.021,49172.33
"AUT",1970,18,0.09116,4446,0.07,48768.99
"AUT",1970,19,0.13264,6524,0.161,49187
"AUT",1970,20,0.15291,7609,0.293,49759.85
"AUT",1970,21,0.16213,8528,0.446,52599
"AUT",1970,22,0.16536,8871,0.608,53646.28
"AUT",1970,23,0.15218,8040,0.774,52831.32
"AUT",1970,24,0.14129,5515,0.926,39034.36
"AUT",1970,25,0.13135,6021,1.067,45838.02
"AUT",1970,26,0.12515,6410,1.199,51219.96
"AUT",1970,27,0.11618,5761,1.324,49586.28
"AUT",1970,28,0.10868,5980,1.44,55026.04
"AUT",1970,29,0.09884,5873,1.549,59421
"AUT",1970,30,0.08967,5720,1.647,63786.42
"AUT",1970,31,0.08195,4235,1.737,51677.79
"AUT",1970,32,0.07715,3062,1.819,39687.08
"AUT",1970,33,0.07028,2691,1.896,38289.58
"AUT",1970,34,0.06161,2369,1.966,38452.16
"AUT",1970,35,0.05358,2088,2.028,38973.1
"AUT",1970,36,0.04866,1939,2.082,39849.48
"AUT",1970,37,0.04076,1701,2.13,41733.07
"AUT",1970,38,0.03318,1425,2.171,42946.98
"AUT",1970,39,0.02642,1182,2.204,44736.49
"AUT",1970,40,0.02156,979,2.231,45418.44
"AUT",1970,41,0.01474,672,2.252,45592.58
"AUT",1970,42,0.01008,464,2.267,46044.84
"AUT",1970,43,0.00715,345,2.277,48220.97
"AUT",1970,44,0.00421,217,2.284,51531.54
"AUT",1970,45,0.00204,111,2.288,54315.05
"AUT",1970,46,0.00115,64,2.29,55787.68
"AUT",1970,47,0.00025,14,2.292,56891.39
"AUT",1970,48,0.00017,10,2.292,57156.18
"AUT",1970,49,8e-05,4.73,2.292,56295.16
"AUT",1970,50,4e-05,1.81,2.292,51709.22
"AUT",1970,51,1e-05,0.46,2.292,35611
"AUT",1970,52,0,0,2.292,28289.09
"AUT",1970,53,0,0,2.292,30459.49
"AUT",1970,54,0,0,2.292,33390.16
"AUT",1970,55,0,0,2.292,46775.85
"AUT",1971,12,2e-05,1,0,57030.74
"AUT",1971,13,5e-05,3,0,55706.35
"AUT",1971,14,0.00071,39,0,54977.39
"AUT",1971,15,0.00317,169,0.001,53231.62
"AUT",1971,16,0.0171,869,0.004,50827.82
"AUT",1971,17,0.04989,2482,0.021,49744.77
"AUT",1971,18,0.08946,4446,0.071,49696.07
"AUT",1971,19,0.12566,6203,0.16,49362.84
"AUT",1971,20,0.145,7215,0.286,49757.74
"AUT",1971,21,0.15582,7836,0.431,50290.29
"AUT",1971,22,0.15488,8221,0.587,53079.82
"AUT",1971,23,0.14863,8037,0.742,54074.76
"AUT",1971,24,0.13852,7362,0.89,53146.65
"AUT",1971,25,0.12927,5057,1.029,39118.44
"AUT",1971,26,0.11687,5363,1.158,45888.14
"AUT",1971,27,0.11113,5690,1.275,51199.65
"AUT",1971,28,0.10291,5099,1.386,49546.11
"AUT",1971,29,0.09392,5162,1.489,54959.68
"AUT",1971,30,0.08736,5185,1.583,59354.02
"AUT",1971,31,0.07608,4849,1.67,63737.12
"AUT",1971,32,0.06846,3540,1.746,51706.81
"AUT",1971,33,0.06651,2644,1.815,39751.65
"AUT",1971,34,0.05886,2257,1.881,38343.86
"AUT",1971,35,0.05265,2028,1.94,38519.06
"AUT",1971,36,0.04501,1757,1.993,39035.24
"AUT",1971,37,0.03899,1556,2.038,39911.14
"AUT",1971,38,0.03398,1420,2.077,41789.53
"AUT",1971,39,0.02701,1161,2.111,42983.5
"AUT",1971,40,0.02077,930,2.138,44766.4
"AUT",1971,41,0.01578,717,2.159,45425.88
"AUT",1971,42,0.01101,502,2.175,45593.42
"AUT",1971,43,0.00649,299,2.186,46042.32
"AUT",1971,44,0.00417,201,2.192,48199.01
"AUT",1971,45,0.00225,116,2.196,51471.73
"AUT",1971,46,0.00114,62,2.198,54224.15
"AUT",1971,47,0.00043,24,2.2,55631.27
"AUT",1971,48,0.00011,6,2.2,56720.56
"AUT",1971,49,4e-05,2,2.2,56994.61
"AUT",1971,50,0,0,2.2,56101.75
"AUT",1971,51,0,0,2.2,51522.71
"AUT",1971,52,0,0,2.2,35488.49
"AUT",1971,53,0,0,2.2,28181.86
"AUT",1971,54,0,0,2.2,30313.81
"AUT",1971,55,0,0,2.2,33221.04
"AUT",1972,12,0,0,0,59013.24
"AUT",1972,13,0.00014,8,0,57439.62
"AUT",1972,14,0.00077,43,0,56098.51
"AUT",1972,15,0.00371,206,0.001,55452.68
"AUT",1972,16,0.01874,1007,0.005,53725.63
"AUT",1972,17,0.05184,2658,0.023,51275.94
"AUT",1972,18,0.09023,4539,0.075,50307.39
"AUT",1972,19,0.12065,6079,0.165,50384.91
"AUT",1972,20,0.13789,6896,0.286,50010.23
"AUT",1972,21,0.14692,7406,0.424,50407.74
"AUT",1972,22,0.14567,7403,0.571,50820.05
"AUT",1972,23,0.14055,7545,0.717,53682.61
"AUT",1972,24,0.13628,7437,0.857,54571.58
"AUT",1972,25,0.12522,6702,0.993,53523.64
"AUT",1972,26,0.11424,4502,1.119,39409.9
"AUT",1972,27,0.10418,4811,1.233,46179.68
"AUT",1972,28,0.09688,4982,1.337,51423.3
"AUT",1972,29,0.08616,4286,1.434,49746.76
"AUT",1972,30,0.07925,4369,1.52,55126.15
"AUT",1972,31,0.06899,4106,1.599,59511.82
"AUT",1972,32,0.06378,4074,1.668,63879.18
"AUT",1972,33,0.05776,2996,1.732,51865.64
"AUT",1972,34,0.055,2194,1.79,39889.21
"AUT",1972,35,0.04721,1816,1.845,38465.08
"AUT",1972,36,0.04229,1634,1.892,38636.09
"AUT",1972,37,0.03601,1409,1.934,39131.16
"AUT",1972,38,0.03033,1213,1.97,39997.18
"AUT",1972,39,0.02601,1089,2.001,41861.83
"AUT",1972,40,0.02013,866,2.027,43026.51
"AUT",1972,41,0.01395,625,2.047,44795.6
"AUT",1972,42,0.01021,464,2.061,45446.09
"AUT",1972,43,0.00691,315,2.071,45601.83
"AUT",1972,44,0.00411,189,2.078,46032.69
"AUT",1972,45,0.00172,83,2.082,48152
"AUT",1972,46,0.00113,58,2.084,51393.39
"AUT",1972,47,0.00028,15,2.085,54127.83
"AUT",1972,48,0.00011,6,2.085,55497.79
"AUT",1972,49,4e-05,2,2.085,56584.32
"AUT",1972,50,0,0,2.085,56820.1
"AUT",1972,51,0,0,2.085,55941.56
"AUT",1972,52,0,0,2.085,51358.54
"AUT",1972,53,0,0,2.085,35351.86
"AUT",1972,54,0,0,2.085,28055.61
"AUT",1972,55,0,0,2.085,30153.87
"AUT",1973,12,0,0,0,61448.97
"AUT",1973,13,2e-05,1,0,59463.77
"AUT",1973,14,0.00086,50,0,57882.64
"AUT",1973,15,0.00477,270,0.001,56577.28
"AUT",1973,16,0.02014,1127,0.006,55965.86
"AUT",1973,17,0.05155,2797,0.026,54254.5
"AUT",1973,18,0.08421,4374,0.077,51939.76
"AUT",1973,19,0.11529,5886,0.162,51053.33
"AUT",1973,20,0.13014,6651,0.277,51107.86
"AUT",1973,21,0.13519,6847,0.407,50648.67
"AUT",1973,22,0.13622,6931,0.542,50881.06
"AUT",1973,23,0.13506,6942,0.678,51400.51
"AUT",1973,24,0.1258,6817,0.813,54189.33
"AUT",1973,25,0.1156,6356,0.939,54984.9
"AUT",1973,26,0.10778,5809,1.055,53898.46
"AUT",1973,27,0.09693,3848,1.163,39699.22
"AUT",1973,28,0.08564,3982,1.26,46497.27
"AUT",1973,29,0.07927,4097,1.345,51687
"AUT",1973,30,0.07185,3591,1.424,49977.75
"AUT",1973,31,0.0646,3575,1.496,55338.65
"AUT",1973,32,0.05881,3510,1.561,59681.4
"AUT",1973,33,0.04967,3182,1.62,64067.82
"AUT",1973,34,0.04837,2516,1.669,52012.77
"AUT",1973,35,0.043,1720,1.718,39999.15
"AUT",1973,36,0.03961,1528,1.761,38575.35
"AUT",1973,37,0.03262,1263,1.8,38713.03
"AUT",1973,38,0.0291,1141,1.833,39204.5
"AUT",1973,39,0.02282,914,1.862,40060.69
"AUT",1973,40,0.01764,739,1.885,41901.57
"AUT",1973,41,0.01304,561,1.903,43027.88
"AUT",1973,42,0.0098,439,1.916,44805.1
"AUT",1973,43,0.00577,262,1.925,45440.81
"AUT",1973,44,0.0034,155,1.931,45583.75
"AUT",1973,45,0.00191,88,1.935,45978.12
"AUT",1973,46,0.00098,47,1.936,48058.57
"AUT",1973,47,0.00031,16,1.937,51289.39
"AUT",1973,48,0.00015,8,1.938,54000.5
"AUT",1973,49,0,0,1.938,55375.08
"AUT",1973,50,1e-05,0.55,1.938,56420.09
"AUT",1973,51,1e-05,0.45,1.938,56660.05
"AUT",1973,52,0,0,1.938,55733.07
"AUT",1973,53,0,0,1.938,51158.12
"AUT",1973,54,0,0,1.938,35205.48
"AUT",1973,55,0,0,1.938,27886.43
"AUT",1974,12,0,0,0,63575.76
"AUT",1974,13,0.00024,15,0,61790.4
"AUT",1974,14,0.00085,51,0,59830.08
"AUT",1974,15,0.00415,242,0.001,58281.16
"AUT",1974,16,0.01853,1055,0.005,56931.45
"AUT",1974,17,0.04874,2748,0.024,56384.05
"AUT",1974,18,0.08379,4586,0.073,54729.52
"AUT",1974,19,0.10998,5756,0.156,52336.41
"AUT",1974,20,0.13048,6704,0.266,51380.74
"AUT",1974,21,0.13758,7060,0.397,51316.09
"AUT",1974,22,0.13554,6875,0.534,50721.99
"AUT",1974,23,0.13499,6886,0.67,51009.83
"AUT",1974,24,0.12844,6614,0.805,51495.38
"AUT",1974,25,0.11972,6494,0.933,54242.61
"AUT",1974,26,0.11018,6060,1.053,55001.48
"AUT",1974,27,0.09716,5238,1.163,53911.41
"AUT",1974,28,0.08829,3507,1.26,39722.96
"AUT",1974,29,0.07619,3543,1.349,46502.32
"AUT",1974,30,0.06704,3466,1.425,51702.95
"AUT",1974,31,0.06358,3178,1.492,49983.58
"AUT",1974,32,0.05449,3014,1.555,55316.51
"AUT",1974,33,0.04808,2870,1.61,59690.97
"AUT",1974,34,0.04237,2714,1.658,64049.73
"AUT",1974,35,0.03811,1981,1.7,51983.36
"AUT",1974,36,0.03631,1451,1.739,39962.27
"AUT",1974,37,0.03284,1265,1.775,38522.16
"AUT",1974,38,0.0273,1056,1.808,38674.38
"AUT",1974,39,0.02084,816,1.835,39159.45
"AUT",1974,40,0.0168,672,1.856,40006.11
"AUT",1974,41,0.01348,564,1.873,41836.88
"AUT",1974,42,0.00908,390,1.886,42951.85
"AUT",1974,43,0.00624,279,1.895,44715.11
"AUT",1974,44,0.00326,148,1.901,45351.04
"AUT",1974,45,0.00178,81,1.905,45491.19
"AUT",1974,46,0.00068,31,1.906,45842.38
"AUT",1974,47,0.00027,13,1.907,47909.66
"AUT",1974,48,1e-04,5,1.907,51113.23
"AUT",1974,49,3e-05,1.61,1.908,53798.52
"AUT",1974,50,1e-05,0.39,1.908,55183.35
"AUT",1974,51,0,0,1.908,56209.21
"AUT",1974,52,0,0,1.908,56410.6
"AUT",1974,53,0,0,1.908,55485.39
"AUT",1974,54,0,0,1.908,50907.66
"AUT",1974,55,0,0,1.908,34985.67
"AUT",1975,12,0,0,0,65022.35
"AUT",1975,13,9e-05,6,0,63769.62
"AUT",1975,14,0.00055,34,0,62026.77
"AUT",1975,15,0.0032,192,0.001,60080.77
"AUT",1975,16,0.01549,906,0.004,58503.96
"AUT",1975,17,0.04214,2407,0.019,57119.62
"AUT",1975,18,0.0747,4225,0.061,56555.9
"AUT",1975,19,0.10465,5736,0.136,54809.72
"AUT",1975,20,0.12027,6281,0.241,52224.39
"AUT",1975,21,0.13208,6757,0.361,51159.1
"AUT",1975,22,0.13445,6858,0.493,51009.64
"AUT",1975,23,0.13349,6723,0.628,50364.6
"AUT",1975,24,0.12753,6462,0.761,50669.24
