"code","year","age","asfr","total","cpfr","exposure"
"FIN",1958,35,0.08054,2495.24,2.207,30980.21
"FIN",1958,36,0.07186,2239.22,2.288,31162.72
"FIN",1958,37,0.06559,2085.21,2.36,31789.27
"FIN",1958,38,0.05856,1709.17,2.425,29185.89
"FIN",1958,39,0.04738,1177.11,2.484,24846.48
"FIN",1958,40,0.04216,1202.12,2.531,28511.58
"FIN",1958,41,0.03449,965.09,2.573,27981.41
"FIN",1958,42,0.02707,744.08,2.608,27487.62
"FIN",1958,43,0.0194,564.06,2.635,29080.51
"FIN",1958,44,0.01291,382.04,2.654,29591.75
"FIN",1958,45,0.0075,226.02,2.667,30122.84
"FIN",1958,46,0.00367,112.01,2.675,30557.95
"FIN",1958,47,0.00142,43,2.678,30378.41
"FIN",1958,48,5e-04,15,2.68,30282.88
"FIN",1958,49,1e-04,3,2.68,30052.26
"FIN",1958,50,0.00014,4,2.68,29253.96
"FIN",1958,51,3e-05,1,2.681,28775.95
"FIN",1958,52,3e-05,0.83,2.681,27219.33
"FIN",1958,53,2e-05,0.59,2.681,26544.99
"FIN",1958,54,1e-05,0.35,2.681,25434.12
"FIN",1958,55,1e-05,0.23,2.681,23972.16
"FIN",1959,12,0,0,0,49205.1
"FIN",1959,13,2e-05,1,0,50181.51
"FIN",1959,14,8e-05,3,0,37027.62
"FIN",1959,15,0.00037,13.01,0,35418.28
"FIN",1959,16,0.00341,106,0,31073.29
"FIN",1959,17,0.01754,593.04,0.004,33809.97
"FIN",1959,18,0.04386,1463.11,0.021,33357.16
"FIN",1959,19,0.08338,2783.2,0.065,33378.53
"FIN",1959,20,0.12336,4089.29,0.149,33148.19
"FIN",1959,21,0.15345,4868.35,0.272,31725.63
"FIN",1959,22,0.17087,5071.37,0.425,29679.13
"FIN",1959,23,0.17963,5315.39,0.596,29589.95
"FIN",1959,24,0.18409,5360.39,0.776,29119.01
"FIN",1959,25,0.1788,4967.36,0.96,27781.18
"FIN",1959,26,0.17193,4783.35,1.139,27821.28
"FIN",1959,27,0.15749,4599.34,1.311,29203.57
"FIN",1959,28,0.1494,4561.33,1.468,30531.52
"FIN",1959,29,0.13725,4296.3,1.618,31303.78
"FIN",1959,30,0.12519,3956.29,1.755,31603.33
"FIN",1959,31,0.11831,3634.26,1.88,30718.47
"FIN",1959,32,0.10375,3134.23,1.998,30209.35
"FIN",1959,33,0.09764,3007.21,2.102,30797.99
"FIN",1959,34,0.08553,2619.19,2.2,30623.62
"FIN",1959,35,0.07933,2502.18,2.285,31540.8
"FIN",1959,36,0.07342,2266.17,2.365,30864.84
"FIN",1959,37,0.06385,1982.14,2.438,31043.53
"FIN",1959,38,0.05714,1809.13,2.502,31661.3
"FIN",1959,39,0.05004,1455.11,2.559,29078.03
"FIN",1959,40,0.04259,1054.08,2.609,24751.06
"FIN",1959,41,0.03422,972.07,2.652,28405.15
"FIN",1959,42,0.02649,738.05,2.686,27862.3
"FIN",1959,43,0.01798,492.04,2.712,27366.1
"FIN",1959,44,0.01208,350.02,2.73,28979.58
"FIN",1959,45,0.0076,224.02,2.743,29461.02
"FIN",1959,46,0.00337,101.01,2.75,29993.51
"FIN",1959,47,0.00174,53,2.753,30436.11
"FIN",1959,48,0.00056,17,2.755,30247.33
"FIN",1959,49,0.00027,8,2.756,30150.67
"FIN",1959,50,1e-04,3,2.756,29889.37
"FIN",1959,51,0,0,2.756,29103.56
"FIN",1959,52,0,0,2.756,28601.57
"FIN",1959,53,0,0,2.756,27054.29
"FIN",1959,54,0,0,2.756,26361.2
"FIN",1959,55,0,0,2.756,25204.26
"FIN",1960,12,0,0,0,49259.85
"FIN",1960,13,4e-05,2,0,49137.36
"FIN",1960,14,0.00014,7,0,50181.24
"FIN",1960,15,0.00062,23,0,37065.83
"FIN",1960,16,0.0035,124.01,0.001,35439.15
"FIN",1960,17,0.01643,510.02,0.004,31051.16
"FIN",1960,18,0.04794,1617.06,0.021,33731.83
"FIN",1960,19,0.08121,2698.1,0.069,33225.21
"FIN",1960,20,0.12442,4124.15,0.15,33146.93
"FIN",1960,21,0.14997,4929.18,0.274,32868.69
"FIN",1960,22,0.17435,5477.2,0.424,31415.84
"FIN",1960,23,0.18058,5299.2,0.599,29346.23
"FIN",1960,24,0.1823,5335.19,0.779,29266.56
"FIN",1960,25,0.17949,5166.19,0.961,28782.75
"FIN",1960,26,0.17296,4747.17,1.141,27446.85
"FIN",1960,27,0.15806,4348.16,1.314,27508.89
"FIN",1960,28,0.14959,4323.16,1.472,28900.77
"FIN",1960,29,0.13714,4148.15,1.622,30247.3
"FIN",1960,30,0.12474,3875.14,1.759,31065.02
"FIN",1960,31,0.11256,3535.13,1.883,31405.81
"FIN",1960,32,0.10373,3169.11,1.996,30550.21
"FIN",1960,33,0.09192,2763.11,2.1,30060.9
"FIN",1960,34,0.08535,2617.09,2.192,30662.44
"FIN",1960,35,0.07457,2273.08,2.277,30480.93
"FIN",1960,36,0.06836,2147.07,2.352,31409.85
"FIN",1960,37,0.06025,1853.07,2.42,30755.24
"FIN",1960,38,0.05727,1771.07,2.48,30923.12
"FIN",1960,39,0.04651,1467.06,2.537,31544.2
"FIN",1960,40,0.03997,1158.05,2.584,28972.8
"FIN",1960,41,0.03165,781.03,2.624,24677.95
"FIN",1960,42,0.02479,702.03,2.656,28314.16
"FIN",1960,43,0.0172,477.02,2.68,27740.66
"FIN",1960,44,0.01126,307.01,2.698,27261.39
"FIN",1960,45,0.00631,182.01,2.709,28853.55
"FIN",1960,46,0.00344,101,2.715,29339.31
"FIN",1960,47,0.00167,50,2.719,29860.68
"FIN",1960,48,3e-04,9,2.72,30311.18
"FIN",1960,49,0.00017,5,2.721,30104.86
"FIN",1960,50,0.00017,5,2.721,30010.48
"FIN",1960,51,0,0,2.721,29732.72
"FIN",1960,52,1e-05,0.38,2.721,28914
"FIN",1960,53,2e-05,0.7,2.721,28415.69
"FIN",1960,54,2e-05,0.53,2.721,26871.96
"FIN",1960,55,1e-05,0.38,2.721,26151.77
"FIN",1961,12,4e-05,2,0,48659.86
"FIN",1961,13,2e-05,1,0,49144.44
"FIN",1961,14,4e-05,2,0,49057.21
"FIN",1961,15,0.00052,26,0,50180.39
"FIN",1961,16,0.00413,153.01,0.001,37027.59
"FIN",1961,17,0.01839,651.04,0.005,35411.19
"FIN",1961,18,0.04913,1522.09,0.023,30983.68
"FIN",1961,19,0.08532,2859.18,0.072,33511.16
"FIN",1961,20,0.11648,3850.24,0.158,33055.3
"FIN",1961,21,0.15246,5008.3,0.274,32849.05
"FIN",1961,22,0.17021,5562.34,0.427,32679.12
"FIN",1961,23,0.18131,5637.35,0.597,31091.56
"FIN",1961,24,0.18134,5286.32,0.778,29150.75
"FIN",1961,25,0.18457,5339.32,0.959,28929
"FIN",1961,26,0.16865,4799.29,1.144,28457.41
"FIN",1961,27,0.15954,4328.26,1.313,27128.88
"FIN",1961,28,0.15162,4127.25,1.472,27220.71
"FIN",1961,29,0.1364,3899.24,1.624,28586.65
"FIN",1961,30,0.12262,3681.22,1.76,30021.09
"FIN",1961,31,0.11702,3607.22,1.883,30824.4
"FIN",1961,32,0.10261,3204.2,2,31228.16
"FIN",1961,33,0.09237,2807.18,2.102,30390.28
"FIN",1961,34,0.07756,2322.14,2.195,29941.56
"FIN",1961,35,0.07848,2397.14,2.272,30543.66
"FIN",1961,36,0.0684,2075.12,2.351,30336.85
"FIN",1961,37,0.05816,1818.12,2.419,31263.16
"FIN",1961,38,0.05621,1722.11,2.477,30637.28
"FIN",1961,39,0.04499,1387.08,2.534,30833.55
"FIN",1961,40,0.03958,1244.08,2.579,31428.65
"FIN",1961,41,0.03196,922.05,2.618,28847.03
"FIN",1961,42,0.02485,611.04,2.65,24590.59
"FIN",1961,43,0.01714,483.03,2.675,28182.07
"FIN",1961,44,0.01115,308.02,2.692,27614.87
"FIN",1961,45,0.00631,171.01,2.703,27102.4
"FIN",1961,46,0.00359,103.01,2.71,28726.6
"FIN",1961,47,0.00141,41,2.713,29165.74
"FIN",1961,48,0.00077,23,2.715,29767.53
"FIN",1961,49,0.00033,10,2.715,30168.01
"FIN",1961,50,0.00013,4,2.716,29967.65
"FIN",1961,51,0,0,2.716,29826.36
"FIN",1961,52,0,0,2.716,29573
"FIN",1961,53,0,0,2.716,28720.52
"FIN",1961,54,0,0,2.716,28202.03
"FIN",1961,55,0,0,2.716,26665.26
"FIN",1962,12,0,0,0,46523.08
"FIN",1962,13,2e-05,1,0,48551.16
"FIN",1962,14,8e-05,4,0,49099.44
"FIN",1962,15,0.00059,29.01,0,48979.11
"FIN",1962,16,0.00443,222,0.001,50096.41
"FIN",1962,17,0.02152,795.02,0.005,36948.39
"FIN",1962,18,0.05287,1866.05,0.027,35294.63
"FIN",1962,19,0.08842,2714.07,0.08,30694.32
"FIN",1962,20,0.12574,4192.1,0.168,33339.33
"FIN",1962,21,0.14796,4848.12,0.294,32765.72
"FIN",1962,22,0.17439,5709.14,0.442,32736.99
"FIN",1962,23,0.18339,5952.14,0.616,32455.46
"FIN",1962,24,0.18243,5635.13,0.799,30888.79
"FIN",1962,25,0.18027,5209.13,0.982,28896.31
"FIN",1962,26,0.17138,4916.12,1.162,28685.02
"FIN",1962,27,0.16025,4521.11,1.334,28213.27
"FIN",1962,28,0.14553,3912.1,1.494,26882.13
"FIN",1962,29,0.13344,3597.08,1.639,26957.12
"FIN",1962,30,0.12504,3551.08,1.773,28400.56
"FIN",1962,31,0.11157,3330.08,1.898,29848.05
"FIN",1962,32,0.09521,2919.07,2.009,30660.85
"FIN",1962,33,0.09117,2838.07,2.105,31128.62
"FIN",1962,34,0.0818,2477.06,2.196,30281.23
"FIN",1962,35,0.06943,2073.05,2.278,29857.39
"FIN",1962,36,0.0631,1921.05,2.347,30443.51
"FIN",1962,37,0.05788,1747.05,2.41,30183.14
"FIN",1962,38,0.04799,1496.04,2.468,31174.44
"FIN",1962,39,0.04268,1305.03,2.516,30574.99
"FIN",1962,40,0.03512,1079.03,2.559,30728.33
"FIN",1962,41,0.03057,957.02,2.594,31305.21
"FIN",1962,42,0.02271,652.01,2.624,28711.1
"FIN",1962,43,0.0158,387.01,2.647,24488.05
"FIN",1962,44,0.01016,285.01,2.663,28065.57
"FIN",1962,45,0.0059,162.01,2.673,27474.78
"FIN",1962,46,0.00315,85.01,2.679,26982.87
"FIN",1962,47,0.00136,39,2.682,28580.11
"FIN",1962,48,0.00058,17,2.683,29079.87
"FIN",1962,49,0.00024,7,2.684,29630.9
"FIN",1962,50,0,0,2.684,29982.93
"FIN",1962,51,3e-05,1,2.684,29772.09
"FIN",1962,52,3e-05,0.83,2.684,29664.72
"FIN",1962,53,2e-05,0.58,2.684,29391.18
"FIN",1962,54,1e-05,0.35,2.684,28509.98
"FIN",1962,55,1e-05,0.24,2.684,27959.15
"FIN",1963,12,0,0,0,44514.06
"FIN",1963,13,0,0,0,46429.9
"FIN",1963,14,6e-05,3,0,48553.35
"FIN",1963,15,0.00055,27,0,49030.92
"FIN",1963,16,0.00425,208,0.001,48890.53
"FIN",1963,17,0.02249,1123.02,0.005,49931.63
"FIN",1963,18,0.05597,2056.05,0.027,36731.92
"FIN",1963,19,0.093,3257.08,0.083,35024.21
"FIN",1963,20,0.12304,3761.09,0.176,30567.21
"FIN",1963,21,0.15209,5024.12,0.299,33033.53
"FIN",1963,22,0.1677,5470.13,0.451,32618.19
"FIN",1963,23,0.18079,5880.14,0.619,32525.27
"FIN",1963,24,0.18044,5800.14,0.8,32144.23
"FIN",1963,25,0.17837,5469.13,0.98,30661.58
"FIN",1963,26,0.16735,4807.11,1.159,28724.46
"FIN",1963,27,0.16184,4613.11,1.326,28504.62
"FIN",1963,28,0.15294,4267.1,1.488,27899.65
"FIN",1963,29,0.13388,3579.09,1.641,26734.34
"FIN",1963,30,0.12176,3257.07,1.775,26750.91
"FIN",1963,31,0.11388,3230.07,1.897,28363.33
"FIN",1963,32,0.0994,2955.08,2.01,29728.08
"FIN",1963,33,0.09321,2852.07,2.11,30599.56
"FIN",1963,34,0.08232,2557.07,2.203,31064.22
"FIN",1963,35,0.07133,2153.06,2.285,30183.36
"FIN",1963,36,0.06345,1892.05,2.357,29820.58
"FIN",1963,37,0.05547,1682.05,2.42,30324.6
"FIN",1963,38,0.04787,1442.03,2.476,30121.06
"FIN",1963,39,0.04051,1261.03,2.523,31130.29
"FIN",1963,40,0.03469,1057.03,2.564,30470.26
"FIN",1963,41,0.02808,861.02,2.599,30667.91
"FIN",1963,42,0.02286,713.02,2.627,31188.24
"FIN",1963,43,0.01528,437.01,2.65,28594.01
"FIN",1963,44,0.00958,234,2.665,24419.21
"FIN",1963,45,0.00594,166.01,2.674,27966.75
"FIN",1963,46,0.00336,92.01,2.68,27383.2
"FIN",1963,47,0.00119,32,2.684,26864.33
"FIN",1963,48,0.00049,14,2.685,28467.43
"FIN",1963,49,0.00031,9,2.685,28938.59
"FIN",1963,50,0.00014,4,2.686,29443.45
"FIN",1963,51,7e-05,2,2.686,29792.03
"FIN",1963,52,5e-05,1.36,2.686,29595.85
"FIN",1963,53,3e-05,0.87,2.686,29461.91
"FIN",1963,54,2e-05,0.48,2.686,29209.63
"FIN",1963,55,1e-05,0.3,2.686,28257.4
"FIN",1964,12,0,0,0,43636.11
"FIN",1964,13,5e-05,2,0,44394.08
"FIN",1964,14,2e-05,1,0,46427.64
"FIN",1964,15,0.00054,26.01,0,48423.59
"FIN",1964,16,0.00477,233,0.001,48841.68
"FIN",1964,17,0.02196,1068.02,0.005,48631.27
"FIN",1964,18,0.05436,2691.03,0.027,49507.32
"FIN",1964,19,0.09225,3346.04,0.082,36270.54
"FIN",1964,20,0.12058,4188.05,0.174,34733.41
"FIN",1964,21,0.1448,4349.06,0.295,30034.94
"FIN",1964,22,0.16417,5373.07,0.439,32727.93
"FIN",1964,23,0.17057,5476.07,0.603,32105.12
"FIN",1964,24,0.18206,5828.07,0.774,32012.22
"FIN",1964,25,0.17136,5436.07,0.956,31722.58
"FIN",1964,26,0.16607,5027.06,1.127,30270.31
"FIN",1964,27,0.15239,4322.06,1.294,28361.02
"FIN",1964,28,0.1451,4055.05,1.446,27946.57
"FIN",1964,29,0.13166,3645.05,1.591,27684.66
"FIN",1964,30,0.12139,3206.04,1.723,26410.53
"FIN",1964,31,0.10766,2875.03,1.844,26703.89
"FIN",1964,32,0.09593,2704.03,1.952,28186.3
"FIN",1964,33,0.08784,2602.03,2.048,29623
"FIN",1964,34,0.07449,2277.03,2.136,30567.84
"FIN",1964,35,0.06904,2138.03,2.21,30966.03
"FIN",1964,36,0.06125,1848.03,2.279,30170.89
"FIN",1964,37,0.05288,1570.02,2.34,29687.45
"FIN",1964,38,0.04644,1404.02,2.393,30233.86
"FIN",1964,39,0.03743,1127.01,2.44,30112.98
"FIN",1964,40,0.03444,1067.01,2.477,30985.19
"FIN",1964,41,0.02655,808.01,2.512,30436.61
"FIN",1964,42,0.02225,680.01,2.538,30556.99
"FIN",1964,43,0.01496,465,2.56,31072.53
"FIN",1964,44,0.01128,322.01,2.575,28550.62
"FIN",1964,45,0.00559,136,2.587,24320.47
"FIN",1964,46,0.00273,76,2.592,27859.18
"FIN",1964,47,0.00143,39,2.595,27235.94
"FIN",1964,48,0.00037,10,2.596,26750.95
"FIN",1964,49,0.00014,4,2.597,28353.25
"FIN",1964,50,7e-05,2,2.597,28772.7
"FIN",1964,51,0,0,2.597,29226.65
"FIN",1964,52,1e-05,0.15,2.597,29671.04
"FIN",1964,53,1e-05,0.31,2.597,29377.4
"FIN",1964,54,1e-05,0.28,2.597,29301.36
"FIN",1964,55,1e-05,0.25,2.597,28949.61
"FIN",1965,12,0,0,0,43399.53
"FIN",1965,13,0,0,0,43483.95
"FIN",1965,14,9e-05,4,0,44427.89
"FIN",1965,15,0.00095,44,0,46170.71
"FIN",1965,16,0.00485,233,0.001,48065.36
"FIN",1965,17,0.02139,1036.01,0.006,48438.49
"FIN",1965,18,0.05195,2501.04,0.027,48146.71
"FIN",1965,19,0.08779,4260.06,0.079,48526.11
"FIN",1965,20,0.11621,4157.05,0.167,35772.92
"FIN",1965,21,0.14366,4875.07,0.283,33934.48
"FIN",1965,22,0.15323,4553.06,0.427,29713.43
"FIN",1965,23,0.1668,5340.07,0.58,32015.47
"FIN",1965,24,0.16672,5247.06,0.747,31472.15
"FIN",1965,25,0.16528,5189.07,0.914,31394.77
"FIN",1965,26,0.16016,4998.06,1.079,31205.79
"FIN",1965,27,0.14529,4323.06,1.239,29754.85
"FIN",1965,28,0.13709,3791.04,1.384,27653.93
"FIN",1965,29,0.12491,3461.04,1.521,27708.51
"FIN",1965,30,0.11261,3072.04,1.646,27280.22
"FIN",1965,31,0.09996,2641.03,1.759,26421.56
"FIN",1965,32,0.0933,2467.03,1.859,26441.51
"FIN",1965,33,0.08345,2346.03,1.952,28113.58
"FIN",1965,34,0.07484,2214.03,2.036,29584.95
"FIN",1965,35,0.0667,2031.03,2.111,30450.7
"FIN",1965,36,0.05879,1820.02,2.177,30956.44
"FIN",1965,37,0.04927,1476.02,2.236,29955.02
"FIN",1965,38,0.04618,1366.02,2.285,29579.77
"FIN",1965,39,0.03932,1189.01,2.331,30239
"FIN",1965,40,0.02933,878.01,2.371,29936.44
"FIN",1965,41,0.02462,762.01,2.4,30947.99
"FIN",1965,42,0.02087,632.01,2.425,30286.07
"FIN",1965,43,0.01308,398.01,2.446,30420.35
"FIN",1965,44,0.0088,273.01,2.459,31025.45
"FIN",1965,45,0.0062,176,2.467,28405.47
"FIN",1965,46,0.0033,80,2.474,24232.17
"FIN",1965,47,0.0013,36,2.477,27661.29
"FIN",1965,48,0.00022,6,2.478,27152.68
"FIN",1965,49,4e-05,1,2.479,26645.95
"FIN",1965,50,0,0,2.479,28176.13
"FIN",1965,51,7e-05,2,2.479,28516.46
"FIN",1965,52,9e-05,2.53,2.479,29177.04
"FIN",1965,53,7e-05,1.94,2.479,29468.12
"FIN",1965,54,3e-05,0.99,2.479,29265.52
"FIN",1965,55,2e-05,0.53,2.479,29021.8
"FIN",1966,12,0,0,0,42387.01
"FIN",1966,13,0,0,0,43238.05
"FIN",1966,14,0.00016,7,0,43571.28
"FIN",1966,15,0.00063,28,0,44140.33
"FIN",1966,16,0.00481,220.01,0.001,45742.71
"FIN",1966,17,0.02423,1155.06,0.006,47661.24
"FIN",1966,18,0.05433,2608.13,0.03,48009.62
"FIN",1966,19,0.09138,4306.22,0.084,47123.09
"FIN",1966,20,0.11907,5711.29,0.176,47964.58
"FIN",1966,21,0.1404,4918.25,0.295,35030.36
"FIN",1966,22,0.15449,5220.27,0.435,33789.28
"FIN",1966,23,0.16073,4682.24,0.59,29131.32
"FIN",1966,24,0.16165,5091.26,0.75,31496.28
"FIN",1966,25,0.15993,4967.26,0.912,31059.24
"FIN",1966,26,0.15533,4843.25,1.072,31180
"FIN",1966,27,0.14646,4526.24,1.227,30904.88
"FIN",1966,28,0.13179,3844.2,1.374,29169.58
"FIN",1966,29,0.11785,3258.16,1.505,27645.75
"FIN",1966,30,0.11442,3139.16,1.623,27435.24
"FIN",1966,31,0.09845,2708.14,1.738,27508.83
"FIN",1966,32,0.08824,2312.12,1.836,26202.97
"FIN",1966,33,0.07998,2118.1,1.924,26481.25
"FIN",1966,34,0.07256,2041.1,2.004,28129.08
"FIN",1966,35,0.06242,1841.09,2.077,29494.65
"FIN",1966,36,0.05347,1630.08,2.139,30487.02
"FIN",1966,37,0.04736,1453.07,2.193,30683.81
"FIN",1966,38,0.04153,1239.06,2.24,29838.83
"FIN",1966,39,0.03343,989.05,2.282,29585.14
"FIN",1966,40,0.02741,824.05,2.315,30064.79
"FIN",1966,41,0.02116,633.03,2.343,29910.28
"FIN",1966,42,0.01693,521.03,2.364,30775.86
"FIN",1966,43,0.01204,363.02,2.381,30147.52
"FIN",1966,44,0.00826,251.01,2.393,30370.25
"FIN",1966,45,0.00483,149,2.401,30869.79
"FIN",1966,46,0.00209,59,2.406,28290.61
"FIN",1966,47,0.00108,26,2.408,24022.8
"FIN",1966,48,0.00025,7,2.409,27616.81
"FIN",1966,49,0.00022,6,2.409,27049.97
"FIN",1966,50,0,0,2.409,26491.31
"FIN",1966,51,0,0,2.409,27912.47
"FIN",1966,52,0,0,2.409,28543.55
"FIN",1966,53,0,0,2.409,28968.23
"FIN",1966,54,0,0,2.409,29355.24
"FIN",1966,55,0,0,2.409,28945.13
"FIN",1967,12,0,0,0,41660.02
"FIN",1967,13,0,0,0,42251.72
"FIN",1967,14,0.00012,5,0,43369.34
"FIN",1967,15,0.00092,40,0,43289.83
"FIN",1967,16,0.00633,277.01,0.001,43772.57
"FIN",1967,17,0.02512,1142.03,0.007,45468.44
"FIN",1967,18,0.0548,2596.07,0.032,47373.91
"FIN",1967,19,0.08815,4162.11,0.087,47215.91
"FIN",1967,20,0.11476,5375.14,0.175,46838.75
"FIN",1967,21,0.13897,6557.17,0.29,47182.6
"FIN",1967,22,0.14676,5137.13,0.429,35003.42
"FIN",1967,23,0.1566,5217.13,0.576,33315.91
"FIN",1967,24,0.16321,4704.12,0.733,28823.19
"FIN",1967,25,0.15302,4782.13,0.896,31252.66
"FIN",1967,26,0.14877,4630.12,1.049,31123.26
"FIN",1967,27,0.14457,4509.12,1.198,31188.95
"FIN",1967,28,0.12925,3947.1,1.342,30539.37
"FIN",1967,29,0.11635,3423.08,1.471,29420.89
"FIN",1967,30,0.10396,2864.08,1.588,27550.18
"FIN",1967,31,0.09454,2633.07,1.692,27850.79
"FIN",1967,32,0.08208,2248.06,1.786,27389.5
"FIN",1967,33,0.07024,1851.04,1.868,26351.36
"FIN",1967,34,0.06601,1754.05,1.939,26572.36
"FIN",1967,35,0.0607,1706.05,2.005,28106.26
"FIN",1967,36,0.0531,1571.04,2.065,29584.25
"FIN",1967,37,0.0445,1344.04,2.118,30204.5
"FIN",1967,38,0.03724,1140.03,2.163,30609.95
"FIN",1967,39,0.0333,994.02,2.2,29853.62
"FIN",1967,40,0.02616,770.02,2.233,29430.29
"FIN",1967,41,0.02146,645.02,2.26,30052.29
"FIN",1967,42,0.01583,471.01,2.281,29749.31
"FIN",1967,43,0.01089,334.01,2.297,30672.25
"FIN",1967,44,0.00737,222,2.308,30123.46
"FIN",1967,45,0.00447,135.01,2.315,30236.53
"FIN",1967,46,0.00202,62,2.32,30751.5
"FIN",1967,47,0.00086,24,2.322,28049.99
"FIN",1967,48,0.00046,11,2.322,24018.53
"FIN",1967,49,0.00011,3,2.323,27523.16
"FIN",1967,50,7e-05,2,2.323,26890.35
"FIN",1967,51,0,0,2.323,26243.62
"FIN",1967,52,0,0,2.323,27963.8
"FIN",1967,53,0,0,2.323,28304.58
"FIN",1967,54,0,0,2.323,28854.82
"FIN",1967,55,0,0,2.323,29011.47
"FIN",1968,12,0,0,0,41636.73
"FIN",1968,13,0,0,0,41517.9
"FIN",1968,14,0.00012,5,0,42390.96
"FIN",1968,15,0.00081,35,0,43081.96
"FIN",1968,16,0.00564,242,0.001,42908.59
"FIN",1968,17,0.02497,1086.01,0.007,43492.46
"FIN",1968,18,0.0535,2417.04,0.032,45181.75
"FIN",1968,19,0.08829,4116.06,0.085,46620.16
"FIN",1968,20,0.11413,5358.07,0.173,46945.07
"FIN",1968,21,0.13265,6102.09,0.287,46002.19
"FIN",1968,22,0.14142,6648.09,0.42,47009.44
"FIN",1968,23,0.14901,5132.07,0.562,34440.89
"FIN",1968,24,0.14501,4771.06,0.711,32902.1
"FIN",1968,25,0.14525,4134.05,0.856,28462.27
"FIN",1968,26,0.1371,4285.06,1.001,31254.94
"FIN",1968,27,0.12541,3899.05,1.138,31091.28
"FIN",1968,28,0.11573,3558.05,1.263,30743.94
"FIN",1968,29,0.10686,3290.05,1.379,30787.02
"FIN",1968,30,0.09927,2909.04,1.486,29304.85
"FIN",1968,31,0.08343,2333.03,1.585,27964.94
"FIN",1968,32,0.07639,2117.03,1.669,27712.5
"FIN",1968,33,0.06539,1801.03,1.745,27543.91
"FIN",1968,34,0.05637,1490.02,1.81,26431.5
"FIN",1968,35,0.05029,1334.02,1.867,26526.13
"FIN",1968,36,0.04489,1266.02,1.917,28202.22
"FIN",1968,37,0.04113,1205.01,1.962,29297.67
"FIN",1968,38,0.03165,954.01,2.003,30139.66
"FIN",1968,39,0.02755,844.01,2.035,30632
"FIN",1968,40,0.02308,685.01,2.062,29679.53
"FIN",1968,41,0.01897,558,2.085,29417.34
"FIN",1968,42,0.01372,410,2.104,29876.61
"FIN",1968,43,0.00904,268.01,2.118,29634.01
"FIN",1968,44,0.00614,188,2.127,30633.48
"FIN",1968,45,0.0036,108.01,2.133,29987.73
"FIN",1968,46,0.00212,64,2.137,30149.33
"FIN",1968,47,0.00079,24,2.139,30503.63
"FIN",1968,48,0.00057,16.01,2.14,28048.58
"FIN",1968,49,4e-05,1,2.14,23936.88
"FIN",1968,50,0,0,2.14,27335.64
"FIN",1968,51,0,0,2.14,26640.52
"FIN",1968,52,0,0,2.14,26296.48
"FIN",1968,53,0,0,2.14,27691.02
"FIN",1968,54,0,0,2.14,28216.41
"FIN",1968,55,0,0,2.14,28513.67
"FIN",1969,12,0,0,0,40486.17
"FIN",1969,13,0,0,0,41431
"FIN",1969,14,1e-04,4,0,41633.53
"FIN",1969,15,0.00076,32,0,41999.93
"FIN",1969,16,0.00527,224,0.001,42511.63
"FIN",1969,17,0.02535,1074,0.006,42369.7
"FIN",1969,18,0.05232,2244,0.031,42889.6
"FIN",1969,19,0.08168,3590,0.084,43952.2
"FIN",1969,20,0.10249,4700,0.165,45858.17
"FIN",1969,21,0.11594,5274,0.268,45490.95
"FIN",1969,22,0.12865,5832,0.384,45330.95
"FIN",1969,23,0.1338,6118,0.513,45726.39
"FIN",1969,24,0.13402,4500,0.646,33576.63
"FIN",1969,25,0.12863,4115,0.78,31990.55
"FIN",1969,26,0.12532,3515,0.909,28048.45
"FIN",1969,27,0.11622,3583,1.034,30828.68
"FIN",1969,28,0.10258,3099,1.151,30211.96
"FIN",1969,29,0.09549,2929,1.253,30674.57
"FIN",1969,30,0.08782,2667,1.349,30369.18
"FIN",1969,31,0.07603,2249,1.436,29580.04
"FIN",1969,32,0.06869,1900,1.512,27661.04
"FIN",1969,33,0.05692,1580,1.581,27760.6
"FIN",1969,34,0.05104,1406,1.638,27546.53
"FIN",1969,35,0.0463,1218,1.689,26307.37
"FIN",1969,36,0.03924,1045,1.735,26632.78
"FIN",1969,37,0.03496,975,1.775,27886.07
"FIN",1969,38,0.02951,861,1.81,29173.39
"FIN",1969,39,0.02663,803,1.839,30150.43
"FIN",1969,40,0.01986,604,1.866,30408.56
"FIN",1969,41,0.01517,450,1.886,29657.83
"FIN",1969,42,0.01093,319,1.901,29185.29
"FIN",1969,43,0.00751,223,1.912,29709.47
"FIN",1969,44,0.00473,140,1.919,29571.42
"FIN",1969,45,0.00325,99,1.924,30464.01
"FIN",1969,46,0.00147,44,1.927,29874.77
"FIN",1969,47,0.00074,22,1.929,29858.39
"FIN",1969,48,0.00026,8,1.929,30465.66
"FIN",1969,49,0.00011,3,1.93,27938.31
"FIN",1969,50,4e-05,1,1.93,23748.4
"FIN",1969,51,0,0,1.93,27045.99
"FIN",1969,52,0,0,1.93,26729.37
"FIN",1969,53,0,0,1.93,26004.21
"FIN",1969,54,0,0,1.93,27587.53
"FIN",1969,55,0,0,1.93,27854.22
"FIN",1970,12,0,0,0,38787.37
"FIN",1970,13,0,0,0,40268.47
"FIN",1970,14,5e-05,2,0,41417.63
"FIN",1970,15,0.00121,50,0,41257.65
"FIN",1970,16,0.00589,244,0.001,41446.42
"FIN",1970,17,0.02425,1014,0.007,41812.49
"FIN",1970,18,0.05113,2123,0.031,41523.77
"FIN",1970,19,0.07831,3255,0.083,41564.59
